year_birth,education,marital_status,income,kidhome,teenhome,date,recency,mntwines,mntfruits,mntmeatproducts,mntfishproducts,mntsweetproducts,mntgoldprods,numdealspurchases,numwebpurchases,numcatalogpurchases,numstorepurchases,numwebvisitsmonth,response,customer_age,age_group,day_as_customer,loyality_tier,is_parent,household_size,Total_Spending
1974,Graduation,Married,45837.0,1,1,2013-07-26,88,215,13,87,17,17,24,5,6,2,5,7,0,51,45-60,4287,very loyal,1,3,373
1965,Master,Single,35791.0,2,1,2013-05-06,94,27,0,5,0,0,3,2,1,0,3,8,0,60,45-60,4368,very loyal,1,4,35
1976,Phd,Married,162397.0,1,1,2013-06-03,31,85,1,16,2,1,2,0,0,0,1,1,0,49,45-60,4340,very loyal,1,3,107
1978,Graduation,Widowed,54162.0,1,1,2013-03-18,31,5,6,10,6,5,10,1,1,0,3,4,0,47,45-60,4417,very loyal,1,3,42
1960,Master,Married,30522.0,0,1,2012-08-17,6,179,8,83,19,11,26,5,1,2,9,2,0,65,60-80,4630,very loyal,0,2,326
1961,Phd,Married,54456.0,0,1,2013-07-11,23,352,0,27,10,0,15,3,6,1,7,6,0,64,60-80,4302,very loyal,0,2,404
1971,Graduation,Single,31632.0,0,0,2013-07-14,92,17,8,12,11,15,32,1,2,1,2,7,0,54,45-60,4299,very loyal,0,1,95
1949,Graduation,Widowed,72298.0,0,0,2014-03-10,52,625,35,169,58,17,35,1,4,3,6,1,0,76,60-80,4060,very loyal,0,1,939
1978,2N Cycle,Single,36975.0,1,0,2013-12-28,50,10,6,11,0,4,2,1,1,0,3,7,0,47,45-60,4132,very loyal,1,2,33
1955,2N Cycle,Married,72635.0,0,0,2013-06-03,54,390,22,323,104,35,107,1,6,8,6,3,0,70,60-80,4340,very loyal,0,1,981
1976,Graduation,Married,13624.0,1,0,2013-01-20,93,10,2,15,2,1,6,2,2,0,3,6,0,49,45-60,4474,very loyal,1,2,36
1975,Graduation,Single,84196.0,0,1,2013-06-03,56,215,63,507,231,31,190,1,8,4,7,3,0,50,45-60,4340,very loyal,0,2,1237
1960,Graduation,Married,70971.0,0,1,2012-09-21,28,1001,17,572,93,125,17,7,11,11,5,7,1,65,60-80,4595,very loyal,0,2,1825
1977,Phd,Divorced,34487.0,1,1,2012-09-06,94,19,18,33,24,1,8,3,3,0,3,9,0,48,45-60,4610,very loyal,1,3,103
1977,Graduation,Single,28769.0,1,0,2012-12-18,76,41,5,129,10,3,3,3,4,1,4,9,0,48,45-60,4507,very loyal,1,2,191
1970,Phd,Married,69084.0,1,0,2013-11-19,43,1181,107,199,39,30,30,2,7,3,13,8,0,55,45-60,4171,very loyal,1,2,1586
1958,Phd,Married,65488.0,0,0,2014-06-13,46,603,45,207,36,18,54,1,3,4,6,1,0,67,60-80,3965,very loyal,0,1,963
1970,2N Cycle,Married,62466.0,0,1,2014-01-15,13,129,129,259,168,121,83,5,6,3,12,4,0,55,45-60,4114,very loyal,0,2,889
1960,2N Cycle,Single,32218.0,0,0,2014-02-15,27,10,24,15,13,1,30,1,2,1,3,7,1,65,60-80,4083,very loyal,0,1,93
1973,Graduation,Single,83917.0,0,0,2013-04-18,12,514,22,732,42,198,79,1,6,7,7,3,1,52,45-60,4386,very loyal,0,1,1587
1962,Graduation,Divorced,46102.0,2,1,2014-03-10,3,14,0,1,0,0,1,1,1,0,2,7,0,63,60-80,4060,very loyal,1,4,16
1952,Graduation,Single,84574.0,0,0,2013-06-04,72,387,20,713,38,54,163,1,9,11,11,5,0,73,60-80,4339,very loyal,0,1,1375
1962,Graduation,Married,56181.0,0,1,2013-01-08,6,121,103,69,8,44,48,1,4,2,7,4,0,63,60-80,4486,very loyal,0,2,393
1950,Master,Divorced,63120.0,0,1,2012-09-28,53,965,69,279,54,41,69,5,8,4,9,7,1,75,60-80,4588,very loyal,0,2,1477
1971,Graduation,Married,73691.0,0,1,2013-11-06,58,707,21,250,85,43,73,2,6,2,8,2,0,54,45-60,4184,very loyal,0,2,1179
1960,Graduation,Married,63381.0,0,1,2012-10-05,78,571,50,142,33,50,159,4,4,5,13,2,0,65,60-80,4581,very loyal,0,2,1005
1948,Phd,Married,76140.0,0,0,2014-05-13,57,586,66,653,17,0,26,1,5,9,6,2,0,77,60-80,3996,very loyal,0,1,1348
1959,Phd,Divorced,62859.0,0,1,2012-12-30,37,1063,89,102,16,12,25,4,9,4,6,6,0,66,60-80,4495,very loyal,0,2,1307
1964,Graduation,Single,45906.0,0,1,2013-05-07,20,305,3,27,4,3,144,2,5,4,4,5,0,61,60-80,4367,very loyal,0,2,486
1947,Master,Married,77632.0,0,0,2013-03-10,73,1200,105,758,0,42,147,1,4,2,6,2,1,78,60-80,4425,very loyal,0,1,2252
1971,Phd,Married,46463.0,1,1,2013-08-18,56,163,2,40,8,11,11,7,3,1,6,6,0,54,45-60,4264,very loyal,1,3,235
1970,Graduation,Married,105471.0,0,0,2013-01-21,36,1009,181,104,202,21,207,0,9,8,13,3,1,55,45-60,4473,very loyal,0,1,1724
1970,Master,Divorced,55282.0,1,0,2013-12-13,9,125,6,73,8,4,19,1,3,1,6,4,0,55,45-60,4147,very loyal,1,2,235
1977,Master,Married,78710.0,0,1,2014-05-23,42,721,0,152,119,50,50,3,7,6,12,4,0,48,45-60,3986,very loyal,0,2,1092
1958,Graduation,Married,66886.0,0,1,2013-09-16,28,315,4,62,41,31,146,2,7,1,7,5,0,67,60-80,4235,very loyal,0,2,599
1960,Master,Single,98777.0,0,0,2014-02-17,23,1000,19,711,125,115,38,0,4,6,9,1,0,65,60-80,4081,very loyal,0,1,2008
1985,Graduation,Married,29103.0,1,0,2012-08-27,38,16,0,17,6,3,6,2,1,0,3,9,0,40,30-45,4620,very loyal,1,2,48
1974,Graduation,Married,67445.0,0,1,2012-08-12,63,757,80,217,29,80,11,5,9,6,12,6,0,51,45-60,4635,very loyal,0,2,1174
1950,Phd,Married,50616.0,0,1,2014-04-13,71,30,2,25,0,1,9,1,1,1,4,2,0,75,60-80,4026,very loyal,0,2,67
1955,Graduation,Divorced,49431.0,0,1,2012-08-03,9,219,3,100,26,0,17,2,7,1,5,8,0,70,60-80,4644,very loyal,0,2,365
1975,Graduation,Divorced,153924.0,0,0,2014-02-07,81,1,1,1,1,1,1,0,0,0,0,0,0,50,45-60,4091,very loyal,0,1,6
1953,Graduation,Married,61278.0,0,1,2014-01-04,87,111,3,28,2,6,15,2,3,1,4,6,0,72,60-80,4125,very loyal,0,2,165
1958,2N Cycle,Married,26490.0,0,0,2012-09-22,92,45,47,52,21,20,25,2,3,1,5,6,0,67,60-80,4594,very loyal,0,1,210
1947,Phd,Married,73059.0,0,1,2013-08-31,36,410,112,420,0,82,71,1,9,3,13,4,0,78,60-80,4251,very loyal,0,2,1095
1966,Phd,Single,46734.0,1,2,2013-10-21,86,100,1,39,6,1,76,4,3,2,3,6,0,59,45-60,4200,very loyal,1,4,223
1963,Graduation,Married,56253.0,0,1,2012-12-07,83,509,0,65,7,11,5,4,7,2,9,6,0,62,60-80,4518,very loyal,0,2,597
1985,Graduation,Married,19986.0,1,0,2013-11-14,74,3,6,5,0,2,6,1,0,0,3,7,0,40,30-45,4176,very loyal,1,2,22
1975,Graduation,Widowed,58330.0,0,1,2013-12-25,87,445,53,213,104,98,151,1,6,4,13,4,0,50,45-60,4135,very loyal,0,2,1064
1980,Basic,Married,25965.0,0,0,2012-09-07,29,2,2,11,41,7,11,1,2,0,3,8,0,45,30-45,4609,very loyal,0,1,74
1956,Master,Married,14661.0,0,0,2013-01-01,88,4,1,11,6,2,2,1,1,0,3,6,0,69,60-80,4493,very loyal,0,1,26
1959,Graduation,Married,18690.0,0,0,2012-12-28,77,6,1,7,23,4,19,1,1,1,2,8,0,66,60-80,4497,very loyal,0,1,60
1974,Phd,Married,45068.0,0,1,2013-05-16,25,14,0,3,0,0,3,1,1,0,2,7,0,51,45-60,4358,very loyal,0,2,20
1987,Basic,Single,21063.0,1,0,2013-09-25,34,1,10,11,19,3,15,2,2,0,3,6,0,38,30-45,4226,very loyal,1,2,59
1968,Phd,Married,29187.0,1,0,2013-05-09,43,26,0,6,0,0,2,1,1,0,3,8,0,57,45-60,4365,very loyal,1,2,34
1971,2N Cycle,Married,54690.0,1,1,2013-11-07,76,111,16,37,7,9,18,3,3,1,5,3,0,54,45-60,4183,very loyal,1,3,198
1964,Phd,Married,59304.0,0,1,2013-07-29,81,418,61,428,80,51,10,3,7,8,10,5,0,61,60-80,4284,very loyal,0,2,1048
1962,Master,Single,59247.0,0,2,2013-11-08,87,327,9,122,19,14,83,5,5,2,9,6,0,63,60-80,4182,very loyal,0,3,574
1970,Graduation,Widowed,66731.0,0,1,2012-09-12,33,371,159,194,58,106,141,4,4,3,6,3,0,55,45-60,4604,very loyal,0,2,1029
1980,Graduation,Married,77353.0,0,1,2013-12-16,38,275,59,107,69,101,59,2,6,4,8,4,0,45,30-45,4144,very loyal,0,2,670
1975,Phd,Single,52614.0,0,1,2012-12-01,63,789,0,142,12,9,38,2,2,4,8,8,0,50,45-60,4524,very loyal,0,2,990
1974,Graduation,Married,26751.0,2,0,2014-05-22,26,1,1,5,0,3,1,1,1,0,2,8,0,51,45-60,3987,very loyal,1,3,11
1963,Phd,Married,81300.0,0,1,2012-10-30,17,1004,12,145,32,12,36,3,10,3,5,5,1,62,60-80,4556,very loyal,0,2,1241
1979,Graduation,Single,70337.0,0,0,2014-01-02,75,187,81,149,25,43,91,1,2,2,12,1,0,46,45-60,4127,very loyal,0,1,576
1985,2N Cycle,Married,36145.0,1,0,2013-06-16,13,56,4,76,17,1,18,4,4,1,3,9,1,40,30-45,4327,very loyal,1,2,172
1980,Phd,Single,65295.0,0,0,2013-12-23,19,365,32,117,34,110,6,1,3,3,13,2,0,45,30-45,4137,very loyal,0,1,664
1963,Graduation,Divorced,68118.0,0,1,2013-10-18,51,595,23,123,10,23,154,2,8,9,4,6,0,62,60-80,4203,very loyal,0,2,928
1967,Graduation,Divorced,68743.0,0,0,2012-08-30,81,1132,134,384,175,134,115,1,11,5,13,7,0,58,45-60,4617,very loyal,0,1,2074
1982,2N Cycle,Married,41039.0,0,0,2013-07-25,32,34,11,137,179,61,45,1,8,1,5,8,0,43,30-45,4288,very loyal,0,1,467
1955,Graduation,Married,38946.0,0,1,2013-10-24,84,116,6,82,6,6,41,2,3,1,6,5,0,70,60-80,4197,very loyal,0,2,257
1967,Graduation,Married,65777.0,0,0,2013-12-19,87,565,32,435,28,32,54,1,2,8,6,1,0,58,45-60,4141,very loyal,0,1,1146
1976,Phd,Divorced,66476.0,0,1,2013-03-07,99,372,18,126,47,48,78,2,5,2,11,4,0,49,45-60,4428,very loyal,0,2,689
1972,Phd,Single,86857.0,0,0,2012-09-12,96,899,102,838,133,102,40,1,5,6,10,2,1,53,45-60,4604,very loyal,0,1,2114
1982,Phd,Married,160803.0,0,0,2012-08-04,21,55,16,1622,17,3,4,15,0,28,1,0,0,43,30-45,4643,very loyal,0,1,1717
1989,Phd,Married,77845.0,0,0,2014-05-16,40,760,40,480,0,40,26,1,3,5,12,1,0,36,30-45,3993,very loyal,0,1,1346
1969,Phd,Married,69476.0,0,0,2013-09-30,3,260,86,559,63,9,67,1,4,6,4,2,0,56,45-60,4221,very loyal,0,1,1044
1960,Phd,Divorced,50611.0,0,1,2012-10-04,98,459,0,24,6,0,4,6,4,5,7,6,1,65,60-80,4582,very loyal,0,2,493
1970,Graduation,Single,61209.0,0,0,2013-08-25,73,466,0,224,119,49,99,1,5,3,4,2,0,55,45-60,4257,very loyal,0,1,957
1958,Master,Married,42315.0,0,1,2013-07-12,90,67,15,80,17,11,80,3,1,4,4,3,0,67,60-80,4301,very loyal,0,2,270
1952,Basic,Married,13084.0,0,0,2013-11-02,29,2,0,7,3,7,10,1,1,0,3,6,0,73,60-80,4188,very loyal,0,1,29
1949,Master,Widowed,47570.0,1,1,2013-05-29,3,67,1,20,0,2,31,3,2,2,2,7,1,76,60-80,4345,very loyal,1,3,121
1961,Master,Married,61923.0,0,2,2013-07-26,94,92,4,18,3,3,6,1,2,1,4,3,0,64,60-80,4287,very loyal,0,3,126
1995,Graduation,Single,34824.0,0,0,2014-03-26,65,4,2,11,2,0,4,1,1,0,2,6,0,30,<30,4044,very loyal,0,1,23
1949,Phd,Single,26518.0,1,1,2013-04-08,33,20,1,28,3,3,2,3,2,0,3,8,1,76,60-80,4396,very loyal,1,3,57
1961,Graduation,Single,45938.0,0,0,2013-11-03,46,273,11,178,62,83,29,2,8,4,6,6,0,64,60-80,4187,very loyal,0,1,636
1960,Graduation,Married,78468.0,0,0,2014-04-09,29,434,22,388,104,22,34,1,10,7,10,4,0,65,60-80,4030,very loyal,0,1,1004
1973,Graduation,Divorced,78901.0,0,1,2013-09-17,99,321,11,309,33,26,34,3,9,3,5,4,0,52,45-60,4234,very loyal,0,2,734
1978,Graduation,Married,71427.0,2,0,2014-03-12,26,212,123,177,15,64,23,2,8,2,8,4,0,47,45-60,4058,very loyal,1,3,614
1978,Graduation,Divorced,71022.0,0,1,2014-02-11,30,909,12,278,0,12,242,3,5,2,11,8,0,47,45-60,4087,very loyal,0,2,1453
1988,Master,Single,90247.0,0,0,2014-04-29,27,1184,32,352,21,16,16,1,3,4,7,1,1,37,30-45,4010,very loyal,0,1,1621
1968,Master,Divorced,41335.0,1,0,2013-12-26,24,112,19,21,16,14,5,3,4,1,4,7,0,57,45-60,4134,very loyal,1,2,187
1986,Graduation,Married,71952.0,1,0,2013-01-10,93,656,80,455,52,107,93,2,8,4,8,4,0,39,30-45,4484,very loyal,1,2,1443
1970,Phd,Divorced,35682.0,1,0,2014-06-27,34,23,0,8,6,2,18,1,1,1,3,2,0,55,45-60,3951,very loyal,1,2,57
1951,Graduation,Divorced,43185.0,0,1,2013-04-10,88,537,6,42,16,6,30,2,9,3,6,8,0,74,60-80,4394,very loyal,0,2,637
1948,Phd,Married,66375.0,0,1,2013-11-21,96,712,0,45,0,0,191,3,2,4,5,7,0,77,60-80,4169,very loyal,0,2,948
1971,Master,Married,35178.0,1,0,2013-01-10,10,23,1,13,2,2,18,1,1,1,2,7,1,54,45-60,4484,very loyal,1,2,59
1986,Graduation,Married,25252.0,1,0,2013-07-12,26,1,3,4,2,2,6,1,1,0,2,8,0,39,30-45,4301,very loyal,1,2,18
1965,Master,Single,55250.0,0,1,2012-10-21,49,664,58,83,32,0,66,4,7,5,10,5,0,60,45-60,4565,very loyal,0,2,903
1975,Graduation,Single,33249.0,1,0,2013-02-20,11,6,10,21,19,14,42,2,2,1,3,6,0,50,45-60,4443,very loyal,1,2,112
1953,Graduation,Married,58398.0,0,0,2013-05-14,44,299,5,201,21,21,49,3,5,4,8,4,0,72,60-80,4360,very loyal,0,1,596
1982,Graduation,Married,50272.0,1,0,2013-08-07,75,99,13,66,43,8,4,3,4,1,5,7,0,43,30-45,4275,very loyal,1,2,233
1975,Phd,Married,76618.0,0,0,2012-12-07,64,749,40,294,121,160,147,1,3,2,5,1,0,50,45-60,4518,very loyal,0,1,1511
1960,2N Cycle,Divorced,87305.0,0,0,2012-09-23,19,345,25,501,63,138,80,1,5,3,8,2,1,65,60-80,4593,very loyal,0,1,1152
1978,Graduation,Married,25851.0,1,0,2013-02-11,45,9,4,18,7,5,5,2,2,0,3,7,0,47,45-60,4452,very loyal,1,2,48
1970,Graduation,Divorced,58710.0,0,1,2013-03-31,77,440,81,368,0,122,174,6,11,5,9,6,0,55,45-60,4404,very loyal,0,2,1185
1958,Graduation,Single,45160.0,1,1,2014-03-29,9,8,2,5,3,0,3,1,1,0,2,7,0,67,60-80,4041,very loyal,1,3,21
1965,Master,Married,74806.0,0,1,2012-12-19,1,670,9,249,0,28,9,2,5,4,5,4,0,60,45-60,4506,very loyal,0,2,965
1954,Graduation,Married,59111.0,0,0,2013-05-02,90,524,0,134,28,28,155,1,11,1,8,7,0,71,60-80,4372,very loyal,0,1,869
1984,Phd,Married,18988.0,1,0,2014-05-23,43,6,0,6,2,1,1,2,1,0,3,7,0,41,30-45,3986,very loyal,1,2,16
1965,Graduation,Married,72190.0,0,0,2013-02-13,79,597,166,597,172,166,249,1,5,6,4,3,0,60,45-60,4450,very loyal,0,1,1947
1976,Graduation,Married,7500.0,1,0,2012-08-01,19,7,0,12,13,7,32,5,4,1,2,9,1,49,45-60,4646,very loyal,1,2,71
1966,Graduation,Married,44794.0,0,1,2014-06-08,99,54,0,7,0,0,4,1,2,0,3,6,0,59,45-60,3970,very loyal,0,2,65
1955,Graduation,Married,80395.0,0,0,2013-11-23,62,445,25,706,80,76,48,1,6,5,12,2,0,70,60-80,4167,very loyal,0,1,1380
1976,Master,Divorced,75012.0,0,0,2014-01-25,41,294,142,218,164,58,151,1,3,8,11,1,0,49,45-60,4104,very loyal,0,1,1027
1965,Master,Married,56962.0,2,1,2013-10-11,60,292,3,77,10,3,26,7,6,3,5,7,0,60,45-60,4210,very loyal,1,4,411
1991,Graduation,Married,89891.0,0,0,2013-04-15,17,412,22,132,59,28,183,1,11,6,8,4,0,34,30-45,4389,very loyal,0,1,836
1949,Phd,Divorced,35946.0,1,1,2013-09-27,24,8,0,3,0,0,0,1,0,0,3,5,0,76,60-80,4224,very loyal,1,3,11
1953,Phd,Married,53593.0,1,1,2012-08-07,60,349,4,78,6,0,43,8,7,2,6,8,0,72,60-80,4640,very loyal,1,3,480
1978,Graduation,Married,66373.0,1,1,2013-06-12,57,328,9,124,12,24,109,7,4,2,10,3,0,47,45-60,4331,very loyal,1,3,606
1948,Phd,Divorced,45072.0,1,2,2013-10-16,74,144,2,99,7,2,30,5,6,1,4,8,0,77,60-80,4205,very loyal,1,4,284
1973,Graduation,Divorced,89694.0,1,1,2013-10-09,22,1126,28,211,37,28,42,3,4,3,4,5,0,52,45-60,4212,very loyal,1,3,1472
1949,Graduation,Married,72025.0,0,0,2014-04-29,46,967,0,617,43,50,0,1,4,8,13,2,1,76,60-80,4010,very loyal,0,1,1677
1973,Graduation,Married,67432.0,0,1,2013-03-29,69,432,79,341,177,136,170,2,8,5,4,4,0,52,45-60,4406,very loyal,0,2,1335
1952,Master,Married,70545.0,0,1,2014-06-03,29,138,39,63,55,18,21,1,4,1,7,2,0,73,60-80,3975,very loyal,0,2,334
1989,Basic,Married,17487.0,1,0,2013-03-18,37,0,0,1,7,4,6,1,1,0,2,7,0,36,30-45,4417,very loyal,1,2,18
1969,Graduation,Married,62882.0,0,1,2012-08-09,26,509,133,497,78,24,97,2,7,5,6,4,0,56,45-60,4638,very loyal,0,2,1338
1953,Phd,Single,64108.0,0,1,2013-03-23,8,948,10,86,13,21,21,4,6,9,11,5,0,72,60-80,4412,very loyal,0,2,1099
1956,Master,Married,34941.0,1,1,2013-03-06,26,39,2,25,4,3,24,2,3,0,3,8,0,69,60-80,4429,very loyal,1,3,97
1950,Phd,Single,48767.0,1,2,2014-01-01,79,28,1,21,3,0,10,3,2,1,3,5,0,75,60-80,4128,very loyal,1,4,63
1978,2N Cycle,Married,38702.0,1,0,2013-08-01,71,13,11,24,13,8,40,2,3,0,4,6,0,47,45-60,4281,very loyal,1,2,109
1964,Graduation,Married,82224.0,0,0,2014-01-25,83,307,26,360,138,31,40,1,6,9,5,3,0,61,60-80,4104,very loyal,0,1,902
1952,Graduation,Married,83844.0,0,0,2013-05-12,57,901,31,345,75,31,191,1,4,4,11,1,0,73,60-80,4362,very loyal,0,1,1574
1975,2N Cycle,Married,17003.0,1,0,2013-12-09,37,2,5,12,4,8,7,3,2,0,4,5,0,50,45-60,4151,very loyal,1,2,38
1995,Graduation,Single,71163.0,0,0,2014-03-09,30,283,17,372,138,106,44,1,3,8,12,1,0,30,<30,4061,very loyal,0,1,960
1970,Graduation,Single,33697.0,1,0,2013-09-15,34,4,3,7,0,3,11,1,1,0,2,7,0,55,45-60,4236,very loyal,1,2,28
1954,2N Cycle,Married,63564.0,0,0,2014-01-29,0,769,80,252,15,34,65,1,10,10,7,6,1,71,60-80,4100,very loyal,0,1,1215
1972,Phd,Married,83443.0,0,0,2013-12-31,89,518,42,742,55,56,84,1,6,10,5,2,0,53,45-60,4129,very loyal,0,1,1497
1958,Phd,Married,51518.0,0,1,2013-10-03,92,350,8,66,17,4,4,2,3,2,10,3,0,67,60-80,4218,very loyal,0,2,449
1975,Graduation,Widowed,58330.0,0,1,2013-12-25,87,445,53,213,104,98,151,1,6,4,13,4,0,50,45-60,4135,very loyal,0,2,1064
1969,Graduation,Married,80952.0,0,0,2013-02-28,20,778,178,689,41,27,44,1,8,5,11,8,1,56,45-60,4435,very loyal,0,1,1757
1979,Graduation,Married,75507.0,0,0,2014-05-02,56,709,93,374,104,80,80,1,8,6,6,3,0,46,45-60,4007,very loyal,0,1,1440
1978,2N Cycle,Married,63855.0,0,0,2013-02-09,28,359,35,314,93,116,89,1,7,3,13,4,0,47,45-60,4454,very loyal,0,1,1006
1972,Phd,Married,62220.0,0,1,2012-08-11,55,799,12,375,16,12,12,5,7,6,5,6,1,53,45-60,4636,very loyal,0,2,1226
1964,Graduation,Married,58512.0,0,1,2013-09-19,25,895,10,101,13,0,152,5,3,4,8,8,0,61,60-80,4232,very loyal,0,2,1171
1979,Master,Married,40662.0,1,0,2013-03-15,0,40,2,23,0,4,23,2,2,1,3,4,0,46,45-60,4420,very loyal,1,2,92
1959,Phd,Married,38829.0,0,1,2014-04-06,86,76,0,7,0,0,16,1,3,2,2,5,0,66,60-80,4033,very loyal,0,2,99
1981,2N Cycle,Married,35523.0,1,0,2013-10-03,8,11,5,22,12,5,11,2,3,0,3,7,0,44,30-45,4218,very loyal,1,2,66
1967,Graduation,Single,79146.0,1,1,2014-04-24,33,245,16,223,21,43,16,2,8,1,8,6,0,58,45-60,4015,very loyal,1,3,564
1988,Master,Married,78285.0,0,0,2013-10-28,13,647,107,391,175,67,40,1,6,4,10,3,0,37,30-45,4193,very loyal,0,1,1427
1978,Phd,Single,31626.0,1,0,2013-05-10,12,39,1,9,2,1,34,1,2,1,2,7,1,47,45-60,4364,very loyal,1,2,86
1952,Graduation,Single,75127.0,0,0,2014-05-22,92,203,35,305,46,17,227,1,2,11,5,1,0,73,60-80,3987,very loyal,0,1,833
1955,Graduation,Married,48726.0,0,1,2013-04-27,90,138,3,38,4,0,59,3,3,2,4,6,0,70,60-80,4377,very loyal,0,2,242
1977,Graduation,Married,74985.0,0,0,2012-09-11,8,587,51,898,247,0,86,1,3,6,7,2,0,48,45-60,4605,very loyal,0,1,1869
1987,Graduation,Married,67430.0,0,0,2012-09-05,6,595,97,291,127,133,121,1,11,5,12,6,0,38,30-45,4611,very loyal,0,1,1364
1965,2N Cycle,Married,46891.0,0,1,2013-09-01,91,43,12,23,29,15,61,1,2,1,4,4,0,60,45-60,4250,very loyal,0,2,183
1956,Master,Married,62058.0,0,1,2013-05-26,52,301,7,74,10,0,58,4,6,1,7,6,0,69,60-80,4348,very loyal,0,2,450
1979,Graduation,Married,72063.0,0,1,2013-07-03,3,180,32,348,76,32,90,2,5,2,12,2,0,46,45-60,4310,very loyal,0,2,758
1951,Phd,Married,78939.0,0,0,2013-12-12,57,794,115,243,150,0,205,1,8,5,6,3,0,74,60-80,4148,very loyal,0,1,1507
1965,Graduation,Single,42720.0,1,1,2013-04-24,9,392,5,91,28,26,112,8,7,3,7,8,1,60,45-60,4380,very loyal,1,3,654
1972,Graduation,Married,33622.0,1,1,2013-04-13,22,39,1,22,3,4,12,3,2,0,4,7,0,53,45-60,4391,very loyal,1,3,81
1957,Phd,Married,6835.0,0,1,2012-12-08,76,107,2,12,2,2,12,0,0,0,1,20,0,68,60-80,4517,very loyal,0,2,137
1953,Graduation,Married,41452.0,1,1,2013-03-06,86,13,0,3,0,0,0,1,1,0,2,7,0,72,60-80,4429,very loyal,1,3,16
1965,Phd,Single,40760.0,0,1,2013-08-30,64,70,0,17,0,0,6,2,2,1,3,6,0,60,45-60,4252,very loyal,0,2,93
1958,Phd,Married,74250.0,0,0,2014-01-26,90,680,11,392,75,0,0,1,2,11,4,1,0,67,60-80,4103,very loyal,0,1,1158
1955,Master,Single,51124.0,1,1,2013-12-18,79,26,1,11,0,1,4,2,1,0,3,3,0,70,60-80,4142,very loyal,1,3,43
1971,Graduation,Single,72258.0,0,1,2013-09-12,28,522,0,522,227,120,134,2,6,9,5,2,0,54,45-60,4239,very loyal,0,2,1525
1974,Phd,Single,71466.0,0,0,2014-04-05,86,412,12,546,78,182,0,1,4,4,10,1,0,51,45-60,4034,very loyal,0,1,1230
1976,Graduation,Married,36283.0,1,1,2014-04-14,42,6,5,5,8,0,5,2,1,0,3,4,0,49,45-60,4025,very loyal,1,3,29
1970,Graduation,Single,20587.0,1,0,2014-05-11,39,2,3,6,4,1,9,1,1,1,2,7,0,55,45-60,3998,very loyal,1,2,25
1972,Graduation,Married,30467.0,1,0,2014-03-19,8,1,3,8,2,5,5,1,1,0,2,7,0,53,45-60,4051,very loyal,1,2,24
1972,Graduation,Married,31590.0,1,0,2013-06-18,40,6,2,15,6,6,3,1,1,0,3,8,0,53,45-60,4325,very loyal,1,2,38
1986,Basic,Married,20425.0,1,0,2012-10-29,5,4,12,5,3,16,17,2,2,0,3,7,0,39,30-45,4557,very loyal,1,2,57
1960,Master,Married,17144.0,1,1,2014-02-15,96,18,2,19,0,2,6,5,3,0,4,7,0,65,60-80,4083,very loyal,1,3,47
1968,Phd,Divorced,42564.0,0,1,2013-01-02,28,324,48,186,39,18,198,6,6,8,4,7,1,57,45-60,4492,very loyal,0,2,813
1978,Master,Married,43783.0,1,0,2014-05-29,22,327,9,125,25,4,139,6,7,1,8,7,0,47,45-60,3980,very loyal,1,2,629
1976,Graduation,Divorced,40780.0,0,1,2012-09-08,30,229,27,71,13,3,34,4,7,1,5,9,0,49,45-60,4608,very loyal,0,2,377
1945,Master,Married,62847.0,0,0,2013-01-15,45,521,168,706,80,76,61,1,3,6,4,2,0,80,60-80,4479,very loyal,0,1,1612
1957,Phd,Married,82017.0,0,0,2012-11-07,58,184,23,446,30,23,23,1,5,4,7,2,1,68,60-80,4548,very loyal,0,1,729
1950,Graduation,Single,16813.0,0,0,2013-07-19,49,4,8,11,12,2,13,1,2,0,3,7,0,75,60-80,4294,very loyal,0,1,50
1978,Graduation,Married,51267.0,1,1,2013-10-29,37,183,2,64,7,2,12,4,3,3,5,4,0,47,45-60,4192,very loyal,1,3,270
1961,Graduation,Single,46524.0,0,1,2013-04-05,70,31,19,35,26,14,52,2,1,1,5,3,0,64,60-80,4399,very loyal,0,2,177
1962,Master,Single,45183.0,0,0,2013-01-20,33,219,3,60,12,9,12,1,4,1,7,7,0,63,60-80,4474,very loyal,0,1,315
1954,Phd,Married,70421.0,0,1,2014-06-28,98,479,28,136,75,14,35,3,10,3,7,6,0,71,60-80,3950,very loyal,0,2,767
1965,2N Cycle,Divorced,60161.0,0,1,2012-10-23,17,584,44,212,46,8,177,3,11,4,8,8,0,60,45-60,4563,very loyal,0,2,1071
1973,Graduation,Married,73926.0,0,0,2013-03-02,54,627,91,597,159,91,15,1,6,5,12,3,0,52,45-60,4433,very loyal,0,1,1580
1968,Graduation,Married,19329.0,1,0,2013-12-14,39,24,1,16,12,2,5,3,4,0,3,8,0,57,45-60,4146,very loyal,1,2,60
1970,Master,Married,61872.0,0,1,2013-12-13,81,330,5,159,36,27,16,4,4,4,9,4,0,55,45-60,4147,very loyal,0,2,573
1956,Graduation,Widowed,46984.0,1,1,2013-03-26,71,19,1,10,2,1,8,1,1,0,3,5,0,69,60-80,4409,very loyal,1,3,41
1951,Graduation,Married,34838.0,1,1,2013-01-19,62,28,23,29,29,14,47,3,2,1,4,6,0,74,60-80,4475,very loyal,1,3,170
